ParticipantID,QuestionID,AnswerValue
124,13,4.0
124,14,5.0
124,15,4.0
124,16,2.0
124,17,3.0
124,18,5.0
124,19,5.0
124,20,4.0
124,21,5.0
124,22,4.0
124,23,4.0
124,24,6.0
124,25,6.0
124,26,6.0
124,27,7.0
124,28,3.0
124,29,2.0
124,30,2.0
124,31,3.0
124,32,2.0
124,33,3.0
124,34,6.0
124,35,6.0
124,36,5.0
124,37,5.0
124,38,3.0
124,39,3.0
124,40,4.0
124,41,4.0
124,42,3.0
125,1,54.0
125,2,British
125,3,15.0
125,4,Allotment mainly
125,5,2
125,6,1.0
125,7,2.0
125,8,5.0
125,9,5.0
125,10,3.0
125,11,4.0
125,12,4.0
125,13,5.0
125,14,5.0
125,15,4.0
125,16,2.0
125,17,2.0
125,18,2.0
125,19,5.0
125,20,4.0
125,21,4.0
125,22,4.0
125,23,4.0
125,24,4.0
125,25,4.0
125,26,4.0
125,27,4.0
125,28,3.0
125,29,1.0
125,30,1.0
125,31,3.0
125,32,1.0
125,33,3.0
125,34,7.0
125,35,7.0
125,36,6.0
125,37,7.0
125,38,3.0
125,39,4.0
125,40,4.0
125,41,4.0
125,42,3.0
126,1,64.0
126,2,Uk
126,3,6.0
126,4,Walks and allottment
126,5,1
126,6,1.0
126,7,2.0
126,8,4.0
126,9,3.0
126,10,4.0
126,11,4.0
126,12,4.0
126,13,4.0
126,14,4.0
126,15,5.0
126,16,3.0
126,17,2.0
126,18,2.0
126,19,5.0
126,20,5.0
126,21,5.0
126,22,5.0
126,23,5.0
126,24,5.0
126,25,6.0
126,26,6.0
126,27,4.0
126,28,3.0
126,29,1.0
126,30,1.0
126,31,1.0
126,32,1.0
126,33,3.0
126,34,5.0
126,35,4.0
126,36,4.0
126,37,6.0
126,38,3.0
126,39,3.0
126,40,3.0
126,41,3.0
126,42,4.0
127,1,46.0
127,2,british
127,3,4.0
127,4,"allotment, general walks"
127,5,2
127,6,1.0
127,7,2.0
127,8,2.0
127,9,4.0
127,10,5.0
127,11,5.0
127,12,5.0
127,13,4.0
127,14,5.0
127,15,4.0
127,16,2.0
127,17,2.0
127,18,4.0
127,19,4.0
127,20,3.0
127,21,5.0
127,22,4.0
127,23,5.0
127,24,6.0
127,25,6.0
127,26,7.0
127,27,7.0
127,28,3.0
127,29,1.0
127,30,2.0
127,31,1.0
127,32,1.0
127,33,3.0
127,34,5.0
127,35,5.0
127,36,5.0
127,37,5.0
127,38,4.0
127,39,4.0
127,40,4.0
127,41,4.0
127,42,3.0
128,1,46.0
128,2,Welsh
128,3,7.0
128,4,"Walks, allotment, watching rugby in muddy fields"
128,5,2
128,6,1.0
128,7,1.0
128,8,4.0
128,9,4.0
128,10,3.0
128,11,3.0
128,12,4.0
128,13,3.0
128,14,4.0
128,15,3.0
128,16,2.0
128,17,2.0
128,18,2.0
128,19,3.0
128,20,5.0
128,21,5.0
128,22,5.0
128,23,4.0
128,24,5.0
128,25,2.0
128,26,6.0
128,27,5.0
128,28,3.0
128,29,2.0
128,30,3.0
128,31,1.0
128,32,2.0
128,33,1.0
128,34,3.0
128,35,5.0
128,36,4.0
128,37,3.0
128,38,4.0
128,39,4.0
128,40,4.0
128,41,4.0
128,42,2.0
129,1,34.0
129,2,British
129,3,12.0
129,4,"Walking, gardening, running"
129,5,2
129,6,1.0
129,7,2.0
129,8,3.0
129,9,4.0
129,10,4.0
129,11,4.0
129,12,4.0
129,13,4.0
129,14,4.0
129,15,2.0
129,16,3.0
129,17,3.0
129,18,4.0
129,19,4.0
129,20,4.0
129,21,4.0
129,22,4.0
129,23,4.0
129,24,6.0
129,25,6.0
129,26,6.0
129,27,5.0
129,28,3.0
129,29,2.0
129,30,2.0
129,31,3.0
129,32,1.0
129,33,3.0
129,34,5.0
129,35,5.0
129,36,4.0
129,37,6.0
129,38,3.0
129,39,3.0
129,40,3.0
129,41,3.0
129,42,2.0
130,1,48.0
130,2,English
130,3,5.0
130,4,Gardening
130,5,2
130,6,1.0
130,7,2.0
130,8,3.0
130,9,2.0
130,10,3.0
130,11,1.0
130,12,2.0
130,13,3.0
130,14,2.0
130,15,2.0
130,16,3.0
130,17,3.0
130,18,5.0
130,19,5.0
130,20,3.0
130,21,4.0
130,22,3.0
130,23,3.0
130,24,6.0
130,25,6.0
130,26,6.0
130,27,5.0
130,28,2.0
130,29,3.0
130,30,3.0
130,31,2.0
130,32,3.0
130,33,1.0
130,34,2.0
130,35,2.0
130,36,2.0
130,37,3.0
130,38,3.0
130,39,3.0
130,40,3.0
130,41,3.0
130,42,2.0
131,1,59.0
131,2,British
131,3,25.0
131,4,Gardening
131,5,2
131,6,1.0
131,7,2.0
131,8,4.0
131,9,4.0
131,10,4.0
131,11,4.0
131,12,3.0
131,13,4.0
131,14,5.0
131,15,3.0
131,16,3.0
131,17,2.0
131,18,4.0
131,19,2.0
131,20,4.0
131,21,4.0
131,22,4.0
131,23,4.0
131,24,6.0
131,25,6.0
131,26,6.0
131,27,6.0
131,28,3.0
131,29,1.0
131,30,1.0
131,31,3.0
131,32,1.0
131,33,3.0
131,34,7.0
131,35,7.0
131,36,6.0
131,37,7.0
131,38,3.0
131,39,3.0
131,40,3.0
131,41,4.0
131,42,2.0
132,1,53.0
132,2,Irish
132,3,20.0
132,4,Walking / Allotment / gardening /
132,5,2
132,6,1.0
132,7,1.0
132,8,5.0
132,9,5.0
132,10,3.0
132,11,4.0
132,12,4.0
132,13,4.0
132,14,4.0
132,15,4.0
132,16,3.0
132,17,2.0
132,18,4.0
132,19,5.0
132,20,3.0
132,21,5.0
132,22,5.0
132,23,4.0
132,24,6.0
132,25,4.0
132,26,5.0
132,27,3.0
132,28,3.0
132,29,1.0
132,30,1.0
132,31,3.0
132,32,2.0
132,33,3.0
132,34,4.0
132,35,4.0
132,36,5.0
132,37,4.0
132,38,4.0
132,39,4.0
132,40,4.0
132,41,4.0
132,42,3.0
133,1,30.0
133,2,British
133,3,20.0
133,4,"Gardening, walking, cycling, days out"
133,5,2
133,6,1.0
133,7,2.0
133,8,3.0
133,9,3.0
133,10,3.0
133,11,3.0
133,12,4.0
133,13,3.0
133,14,3.0
133,15,1.0
133,16,3.0
133,17,3.0
133,18,5.0
133,19,5.0
133,20,5.0
133,21,5.0
133,22,5.0
133,23,5.0
133,24,3.0
133,25,3.0
133,26,3.0
133,27,3.0
133,28,1.0
133,29,1.0
133,30,3.0
133,31,3.0
133,32,1.0
133,33,1.0
133,34,3.0
133,35,3.0
133,36,4.0
133,37,2.0
133,38,3.0
133,39,3.0
133,40,4.0
133,41,3.0
133,42,3.0
134,1,57.0
134,2,Dutch
134,3,15.0
134,4,"Walking long distances, Kennedymarches, 4-Daagse Nijmegen, gardening"
134,5,1
134,6,1.0
134,7,2.0
134,8,3.0
134,9,4.0
134,10,4.0
134,11,3.0
134,12,3.0
134,13,3.0
134,14,4.0
134,15,3.0
134,16,4.0
134,17,5.0
134,18,5.0
134,19,3.0
134,20,3.0
134,21,2.0
134,22,2.0
134,23,4.0
134,24,5.0
134,25,5.0
134,26,6.0
134,27,6.0
134,28,2.0
134,29,3.0
134,30,3.0
134,31,3.0
134,32,1.0
134,33,3.0
134,34,2.0
134,35,2.0
134,36,3.0
134,37,3.0
134,38,3.0
134,39,3.0
134,40,3.0
134,41,4.0
134,42,3.0
135,1,52.0
135,2,English
135,3,40.0
135,4,Walks. Cycling. Gardening. Kayaking. Conservation. Wild food foraging.
135,5,1
135,6,1.0
135,7,1.0
135,8,4.0
135,9,4.0
135,10,4.0
135,11,4.0
135,12,4.0
135,13,4.0
135,14,4.0
135,15,4.0
135,16,3.0
135,17,3.0
135,18,3.0
135,19,5.0
135,20,4.0
135,21,5.0
135,22,5.0
135,23,5.0
135,24,4.0
135,25,3.0
135,26,5.0
135,27,3.0
135,28,3.0
135,29,2.0
135,30,3.0
135,31,1.0
135,32,2.0
135,33,3.0
135,34,5.0
135,35,5.0
135,36,5.0
135,37,6.0
135,38,3.0
135,39,4.0
135,40,4.0
135,41,4.0
135,42,3.0
136,1,38.0
136,2,British
136,3,15.0
136,4,Working in my allotment
136,5,2
136,6,1.0
136,7,2.0
136,8,4.0
136,9,4.0
136,10,3.0
136,11,4.0
136,12,4.0
136,13,3.0
136,14,4.0
136,15,3.0
136,16,1.0
136,17,2.0
136,18,5.0
136,19,5.0
136,20,3.0
136,21,5.0
136,22,5.0
136,23,5.0
136,24,5.0
136,25,3.0
136,26,3.0
136,27,3.0
136,28,3.0
136,29,3.0
136,30,3.0
136,31,3.0
136,32,3.0
136,33,3.0
136,34,3.0
136,35,3.0
136,36,3.0
136,37,3.0
136,38,4.0
136,39,4.0
136,40,4.0
136,41,4.0
136,42,4.0
137,1,64.0
137,2,British
137,3,14.0
137,4,"Walking, gardening and sea fishing"
137,5,1
137,6,1.0
137,7,2.0
137,8,5.0
137,9,4.0
137,10,5.0
137,11,5.0
137,12,5.0
137,13,4.0
137,14,5.0
137,15,5.0
137,16,1.0
137,17,1.0
137,18,1.0
137,19,4.0
137,20,3.0
137,21,4.0
137,22,4.0
137,23,4.0
137,24,7.0
137,25,7.0
137,26,7.0
137,27,7.0
137,28,3.0
137,29,1.0
137,30,1.0
137,31,1.0
137,32,1.0
137,33,3.0
137,34,7.0
137,35,5.0
137,36,5.0
137,37,6.0
137,38,3.0
137,39,4.0
137,40,4.0
137,41,4.0
137,42,3.0
138,1,65.0
138,2,British
138,3,7.0
138,4,"Walking, gardening, cycling"
138,5,2
138,6,1.0
138,7,1.0
138,8,5.0
138,9,5.0
138,10,3.0
138,11,4.0
138,12,4.0
138,13,5.0
138,14,5.0
138,15,4.0
138,16,1.0
138,17,1.0
138,18,4.0
138,19,5.0
138,20,5.0
138,21,5.0
138,22,0.0
138,23,4.0
138,24,6.0
138,25,6.0
138,26,6.0
138,27,5.0
138,28,3.0
138,29,1.0
138,30,2.0
138,31,1.0
138,32,1.0
138,33,3.0
138,34,6.0
138,35,5.0
138,36,4.0
138,37,5.0
138,38,4.0
138,39,4.0
138,40,4.0
138,41,4.0
138,42,1.0
139,1,51.0
139,2,English
139,3,30.0
139,4,walking and Gardening
139,5,Transgender
139,6,1.0
139,7,2.0
139,8,3.0
139,9,5.0
139,10,3.0
139,11,4.0
139,12,3.0
139,13,
139,14,4.0
139,15,2.0
139,16,3.0
139,17,3.0
139,18,5.0
139,19,5.0
139,20,5.0
139,21,5.0
139,22,5.0
139,23,5.0
139,24,7.0
139,25,6.0
139,26,7.0
139,27,6.0
139,28,1.0
139,29,1.0
139,30,3.0
139,31,1.0
139,32,3.0
139,33,1.0
139,34,1.0
139,35,6.0
139,36,5.0
139,37,5.0
139,38,4.0
139,39,3.0
139,40,4.0
139,41,4.0
139,42,3.0
140,1,65.0
140,2,British
140,3,35.0
140,4,Gardening walking allotment
140,5,2
140,6,1.0
140,7,2.0
140,8,4.0
140,9,5.0
140,10,4.0
140,11,4.0
140,12,4.0
140,13,3.0
140,14,5.0
140,15,4.0
140,16,2.0
140,17,2.0
140,18,5.0
140,19,4.0
140,20,3.0
140,21,5.0
140,22,4.0
140,23,4.0
140,24,5.0
140,25,5.0
140,26,5.0
140,27,3.0
140,28,3.0
140,29,2.0
140,30,1.0
140,31,1.0
140,32,2.0
140,33,1.0
140,34,2.0
140,35,3.0
140,36,2.0
140,37,2.0
140,38,3.0
140,39,3.0
140,40,4.0
140,41,3.0
140,42,3.0
141,1,62.0
141,2,British
141,3,25.0
141,4,"Hiking, gardening, dog walking, geological mapping"
141,5,2
141,6,1.0
141,7,2.0
141,8,5.0
141,9,3.0
141,10,4.0
141,11,5.0
141,12,5.0
141,13,4.0
141,14,5.0
141,15,4.0
141,16,1.0
141,17,1.0
141,18,5.0
141,19,5.0
141,20,5.0
141,21,5.0
141,22,5.0
141,23,5.0
141,24,6.0
141,25,4.0
141,26,6.0
141,27,5.0
141,28,3.0
141,29,1.0
141,30,1.0
141,31,3.0
141,32,1.0
141,33,3.0
141,34,6.0
141,35,7.0
141,36,7.0
141,37,7.0
141,38,4.0
141,39,4.0
141,40,4.0
141,41,4.0
141,42,3.0
142,1,64.0
142,2,Indian
142,3,20.0
142,4,"Walks, gardening"
142,5,1
142,6,1.0
142,7,1.0
142,8,5.0
142,9,5.0
142,10,5.0
142,11,5.0
142,12,5.0
142,13,5.0
142,14,5.0
142,15,5.0
142,16,3.0
142,17,2.0
142,18,3.0
142,19,5.0
142,20,5.0
142,21,5.0
142,22,5.0
142,23,0.0
142,24,7.0
142,25,6.0
142,26,6.0
142,27,7.0
142,28,3.0
142,29,1.0
142,30,1.0
142,31,2.0
142,32,1.0
142,33,3.0
142,34,7.0
142,35,6.0
142,36,6.0
142,37,6.0
142,38,4.0
142,39,4.0
142,40,4.0
142,41,4.0
142,42,3.0
143,1,35.0
143,2,British
143,3,16.0
143,4,My allotment and dog walking
143,5,2
143,6,1.0
143,7,1.0
143,8,3.0
143,9,3.0
143,10,5.0
143,11,4.0
143,12,4.0
143,13,3.0
143,14,4.0
143,15,2.0
143,16,2.0
143,17,4.0
143,18,4.0
143,19,4.0
143,20,4.0
143,21,5.0
143,22,4.0
143,23,4.0
143,24,6.0
143,25,6.0
143,26,6.0
143,27,6.0
143,28,1.0
143,29,2.0
143,30,2.0
143,31,2.0
143,32,2.0
143,33,3.0
143,34,4.0
143,35,5.0
143,36,5.0
143,37,5.0
143,38,3.0
143,39,3.0
143,40,3.0
143,41,2.0
143,42,3.0
144,1,69.0
144,2,british
144,3,35.0
144,4,"allotment, walking dogs, bird recording, pond dipping, bug hunts, gardening"
144,5,2
144,6,1.0
144,7,1.0
144,8,4.0
144,9,5.0
144,10,5.0
144,11,4.0
144,12,4.0
144,13,5.0
144,14,5.0
144,15,4.0
144,16,1.0
144,17,2.0
144,18,3.0
144,19,5.0
144,20,5.0
144,21,5.0
144,22,5.0
144,23,5.0
144,24,6.0
144,25,6.0
144,26,6.0
144,27,6.0
144,28,3.0
144,29,2.0
144,30,1.0
144,31,3.0
144,32,1.0
144,33,3.0
144,34,5.0
144,35,5.0
144,36,5.0
144,37,6.0
144,38,3.0
144,39,3.0
144,40,3.0
144,41,3.0
144,42,3.0
145,1,66.0
145,2,British
145,3,10.0
145,4,"Walks, gardening, allotment"
145,5,2
145,6,1.0
145,7,2.0
145,8,4.0
145,9,4.0
145,10,4.0
145,11,4.0
145,12,5.0
145,13,4.0
145,14,5.0
145,15,4.0
145,16,2.0
145,17,2.0
145,18,2.0
145,19,5.0
145,20,2.0
145,21,4.0
145,22,3.0
145,23,3.0
145,24,5.0
145,25,6.0
145,26,6.0
145,27,4.0
145,28,3.0
145,29,2.0
145,30,2.0
145,31,3.0
145,32,1.0
145,33,3.0
145,34,6.0
145,35,6.0
145,36,6.0
145,37,5.0
145,38,3.0
145,39,3.0
145,40,4.0
145,41,4.0
145,42,3.0
146,1,65.0
146,2,British
146,3,5.0
146,4,Digging weeding planting harvesting talking on my allottment plot. Weeding planting and sitting in my garden BBQ parties. Walking in the park. Walking in woods
146,5,2
146,6,1.0
146,7,1.0
146,8,4.0
146,9,5.0
146,10,3.0
146,11,4.0
146,12,3.0
146,13,4.0
146,14,5.0
146,15,3.0
146,16,3.0
146,17,2.0
146,18,1.0
146,19,5.0
146,20,5.0
146,21,5.0
146,22,5.0
146,23,5.0
146,24,7.0
146,25,7.0
146,26,6.0
146,27,7.0
146,28,3.0
146,29,1.0
146,30,2.0
146,31,1.0
146,32,1.0
146,33,3.0
146,34,4.0
146,35,5.0
146,36,7.0
146,37,7.0
146,38,4.0
146,39,4.0
146,40,4.0
146,41,4.0
146,42,3.0
147,1,52.0
147,2,British
147,3,10.0
147,4,Walking my dog. Gardening. Allotment. Conservation work
147,5,2
147,6,1.0
147,7,2.0
147,8,5.0
147,9,5.0
147,10,4.0
147,11,4.0
147,12,4.0
147,13,4.0
147,14,5.0
147,15,4.0
147,16,5.0
147,17,5.0
147,18,5.0
147,19,5.0
147,20,5.0
147,21,5.0
147,22,5.0
147,23,5.0
147,24,7.0
147,25,7.0
147,26,7.0
147,27,7.0
147,28,3.0
147,29,1.0
147,30,1.0
147,31,3.0
147,32,1.0
147,33,2.0
147,34,5.0
147,35,6.0
147,36,5.0
147,37,6.0
147,38,3.0
147,39,3.0
147,40,4.0
147,41,4.0
147,42,2.0
148,1,68.0
148,2,british
148,3,6.0
148,4,"gardening, allotment, walks, visit to country park, cycling"
148,5,1
148,6,1.0
148,7,1.0
148,8,3.0
148,9,3.0
148,10,3.0
148,11,3.0
148,12,3.0
148,13,2.0
148,14,3.0
148,15,3.0
148,16,4.0
148,17,3.0
148,18,4.0
148,19,3.0
148,20,2.0
148,21,3.0
148,22,3.0
148,23,2.0
148,24,5.0
148,25,5.0
148,26,5.0
148,27,5.0
148,28,3.0
148,29,3.0
148,30,3.0
148,31,2.0
148,32,2.0
148,33,3.0
148,34,3.0
148,35,3.0
148,36,3.0
148,37,3.0
148,38,3.0
148,39,3.0
148,40,3.0
148,41,3.0
148,42,3.0
149,1,62.0
149,2,English
149,3,8.0
149,4,"Walking, gardening, working on the allotment, visiting national trust gardens"
149,5,2
149,6,1.0
149,7,1.0
149,8,5.0
149,9,4.0
149,10,3.0
149,11,4.0
149,12,5.0
149,13,5.0
149,14,5.0
149,15,5.0
149,16,2.0
149,17,2.0
149,18,5.0
149,19,5.0
149,20,5.0
149,21,5.0
149,22,5.0
149,23,5.0
149,24,6.0
149,25,6.0
149,26,6.0
149,27,6.0
149,28,3.0
149,29,1.0
149,30,1.0
149,31,3.0
149,32,1.0
149,33,3.0
149,34,6.0
149,35,5.0
149,36,5.0
149,37,5.0
149,38,4.0
149,39,4.0
149,40,4.0
149,41,4.0
149,42,3.0
150,1,60.0
150,2,british
150,3,20.0
150,4,walk allotment gardening
150,5,2
150,6,1.0
150,7,2.0
150,8,4.0
150,9,4.0
150,10,4.0
150,11,3.0
150,12,3.0
150,13,3.0
150,14,5.0
150,15,3.0
150,16,3.0
150,17,4.0
150,18,4.0
150,19,4.0
150,20,4.0
150,21,4.0
150,22,5.0
150,23,4.0
150,24,7.0
150,25,3.0
150,26,6.0
150,27,3.0
150,28,3.0
150,29,2.0
150,30,2.0
150,31,2.0
150,32,2.0
150,33,1.0
150,34,2.0
150,35,2.0
150,36,2.0
150,37,2.0
150,38,4.0
150,39,4.0
150,40,4.0
150,41,4.0
150,42,3.0
151,1,36.0
151,2,English 3
151,3,3.0
151,4,"Gardening, walking"
151,5,2
151,6,1.0
151,7,2.0
151,8,4.0
151,9,4.0
151,10,3.0
151,11,4.0
151,12,4.0
151,13,5.0
151,14,4.0
151,15,4.0
151,16,1.0
151,17,1.0
151,18,2.0
151,19,4.0
151,20,3.0
151,21,5.0
151,22,5.0
151,23,3.0
151,24,6.0
151,25,6.0
151,26,6.0
151,27,6.0
151,28,3.0
151,29,1.0
151,30,1.0
151,31,1.0
151,32,1.0
151,33,3.0
151,34,6.0
151,35,6.0
151,36,6.0
151,37,6.0
151,38,4.0
151,39,4.0
151,40,4.0
151,41,3.0
151,42,3.0
152,1,49.0
152,2,English
152,3,30.0
152,4,"Gardening, walking, birdwatching"
152,5,2
152,6,1.0
152,7,2.0
152,8,4.0
152,9,3.0
152,10,4.0
152,11,3.0
152,12,3.0
152,13,3.0
152,14,4.0
152,15,2.0
152,16,2.0
152,17,2.0
152,18,5.0
152,19,5.0
152,20,5.0
152,21,5.0
152,22,5.0
152,23,5.0
152,24,4.0
152,25,4.0
152,26,4.0
152,27,4.0
152,28,3.0
152,29,2.0
152,30,3.0
152,31,3.0
152,32,1.0
152,33,3.0
152,34,6.0
152,35,6.0
152,36,5.0
152,37,7.0
152,38,3.0
152,39,3.0
152,40,4.0
152,41,3.0
152,42,3.0
153,1,48.0
153,2,British
153,3,15.0
153,4,Garden and allotment and short local walks
153,5,2
153,6,1.0
153,7,1.0
153,8,3.0
153,9,3.0
153,10,3.0
153,11,4.0
153,12,4.0
153,13,3.0
153,14,4.0
153,15,2.0
153,16,2.0
153,17,2.0
153,18,5.0
153,19,4.0
153,20,5.0
153,21,4.0
153,22,4.0
153,23,4.0
153,24,5.0
153,25,5.0
153,26,5.0
153,27,4.0
153,28,2.0
153,29,3.0
153,30,3.0
153,31,2.0
153,32,3.0
153,33,1.0
153,34,2.0
153,35,3.0
153,36,4.0
153,37,2.0
153,38,3.0
153,39,3.0
153,40,2.0
153,41,3.0
153,42,2.0
154,1,62.0
154,2,"British by passport, Irish by blood."
154,3,18.0
154,4,"Allotment, own garden, playing with grandkids, biking, walking. In the summer our garden is used for socialising, eating and relaxing."
154,5,2
154,6,1.0
154,7,2.0
154,8,3.0
154,9,5.0
154,10,4.0
154,11,5.0
154,12,4.0
154,13,4.0
154,14,5.0
154,15,4.0
154,16,2.0
154,17,1.0
154,18,5.0
154,19,5.0
154,20,5.0
154,21,5.0
154,22,5.0
154,23,5.0
154,24,6.0
154,25,5.0
154,26,5.0
154,27,6.0
154,28,3.0
154,29,1.0
154,30,1.0
154,31,3.0
154,32,1.0
154,33,3.0
154,34,5.0
154,35,4.0
154,36,3.0
154,37,3.0
154,38,4.0
154,39,4.0
154,40,4.0
154,41,4.0
154,42,3.0
155,1,43.0
155,2,English
155,3,14.0
155,4,"Walking, running, allotmenting, just looking"
155,5,2
155,6,1.0
155,7,2.0
155,8,4.0
155,9,5.0
155,10,3.0
155,11,4.0
155,12,4.0
155,13,2.0
155,14,5.0
155,15,4.0
155,16,2.0
155,17,2.0
155,18,5.0
155,19,5.0
155,20,1.0
155,21,4.0
155,22,4.0
155,23,1.0
155,24,2.0
155,25,1.0
155,26,2.0
155,27,2.0
155,28,3.0
155,29,3.0
155,30,3.0
155,31,3.0
155,32,1.0
155,33,3.0
155,34,7.0
155,35,5.0
155,36,1.0
155,37,5.0
155,38,4.0
155,39,4.0
155,40,4.0
155,41,4.0
155,42,4.0
156,1,54.0
156,2,English
156,3,4.0
156,4,Gardening
156,5,2
156,6,1.0
156,7,2.0
156,8,5.0
156,9,5.0
156,10,4.0
156,11,4.0
156,12,5.0
156,13,5.0
156,14,5.0
156,15,5.0
156,16,1.0
156,17,2.0
156,18,2.0
156,19,3.0
156,20,1.0
156,21,2.0
156,22,2.0
156,23,1.0
156,24,6.0
156,25,6.0
156,26,7.0
156,27,6.0
156,28,3.0
156,29,1.0
156,30,1.0
156,31,3.0
156,32,1.0
156,33,3.0
156,34,6.0
156,35,7.0
156,36,7.0
156,37,7.0
156,38,4.0
156,39,4.0
156,40,4.0
156,41,4.0
156,42,3.0
157,1,43.0
157,2,English
157,3,20.0
157,4,"Walking, park, sitting in traffic and identifying wild plants, allotment, noticing trees along the road, nosing over garden walls."
157,5,2
157,6,1.0
157,7,2.0
157,8,4.0
157,9,4.0
157,10,4.0
157,11,4.0
157,12,4.0
157,13,3.0
157,14,5.0
157,15,3.0
157,16,3.0
157,17,3.0
157,18,2.0
157,19,4.0
157,20,4.0
157,21,5.0
157,22,3.0
157,23,4.0
157,24,6.0
157,25,6.0
157,26,6.0
157,27,6.0
157,28,3.0
157,29,2.0
157,30,3.0
157,31,2.0
157,32,1.0
157,33,3.0
157,34,4.0
157,35,4.0
157,36,3.0
157,37,5.0
157,38,4.0
157,39,4.0
157,40,4.0
157,41,4.0
157,42,3.0
158,1,57.0
158,2,British
158,3,7.0
158,4,"Potting bulbs, checking garden plants, hoeing allotment, edging grass, picking vegetables, sweeping leaves, composting"
158,5,2
158,6,1.0
158,7,2.0
158,8,3.0
158,9,4.0
158,10,4.0
158,11,3.0
158,12,4.0
158,13,3.0
158,14,4.0
158,15,3.0
158,16,4.0
158,17,4.0
158,18,3.0
158,19,5.0
158,20,4.0
158,21,5.0
158,22,5.0
158,23,5.0
158,24,6.0
158,25,6.0
158,26,6.0
158,27,6.0
158,28,3.0
158,29,2.0
158,30,3.0
158,31,3.0
158,32,2.0
158,33,3.0
158,34,3.0
158,35,3.0
158,36,3.0
158,37,4.0
158,38,4.0
158,39,3.0
158,40,4.0
158,41,4.0
158,42,3.0
159,1,52.0
159,2,English
159,3,6.0
159,4,"Cycling on forest trails, gardening and allotment."
159,5,2
159,6,1.0
159,7,2.0
159,8,4.0
159,9,4.0
159,10,4.0
159,11,5.0
159,12,5.0
159,13,4.0
159,14,5.0
159,15,4.0
159,16,2.0
159,17,2.0
159,18,4.0
159,19,5.0
159,20,5.0
159,21,5.0
159,22,5.0
159,23,5.0
159,24,6.0
159,25,6.0
159,26,6.0
159,27,5.0
159,28,3.0
159,29,2.0
159,30,2.0
159,31,3.0
159,32,2.0
159,33,3.0
159,34,7.0
159,35,5.0
159,36,5.0
159,37,5.0
159,38,4.0
159,39,3.0
159,40,4.0
159,41,4.0
159,42,3.0
160,1,52.0
160,2,British
160,3,8.0
160,4,Allotment gardening. Dog walking
160,5,2
160,6,1.0
160,7,2.0
160,8,3.0
160,9,3.0
160,10,4.0
160,11,4.0
160,12,4.0
160,13,3.0
160,14,4.0
160,15,4.0
160,16,3.0
160,17,4.0
160,18,1.0
160,19,4.0
160,20,4.0
160,21,4.0
160,22,4.0
160,23,4.0
160,24,5.0
160,25,3.0
160,26,3.0
160,27,4.0
160,28,3.0
160,29,1.0
160,30,3.0
160,31,3.0
160,32,1.0
160,33,2.0
160,34,4.0
160,35,4.0
160,36,4.0
160,37,4.0
160,38,3.0
160,39,3.0
160,40,3.0
160,41,3.0
160,42,3.0
161,1,58.0
161,2,British
161,3,12.0
161,4,"Dog walking in wildlife area, allotment ,gardening"
161,5,2
161,6,1.0
161,7,2.0
161,8,5.0
161,9,5.0
161,10,5.0
161,11,5.0
161,12,5.0
161,13,3.0
161,14,5.0
161,15,3.0
161,16,2.0
161,17,2.0
161,18,5.0
161,19,3.0
161,20,5.0
161,21,5.0
161,22,5.0
161,23,5.0
161,24,6.0
161,25,3.0
161,26,6.0
161,27,4.0
161,28,3.0
161,29,2.0
161,30,1.0
161,31,3.0
161,32,2.0
161,33,2.0
161,34,3.0
161,35,4.0
161,36,3.0
161,37,5.0
161,38,4.0
161,39,4.0
161,40,4.0
161,41,4.0
161,42,4.0
162,1,67.0
162,2,english
162,3,16.0
162,4,gardening walking
162,5,1
162,6,1.0
162,7,2.0
162,8,4.0
162,9,4.0
162,10,4.0
162,11,4.0
162,12,4.0
162,13,4.0
162,14,4.0
162,15,4.0
162,16,3.0
162,17,2.0
162,18,2.0
162,19,5.0
162,20,5.0
162,21,5.0
162,22,5.0
162,23,5.0
162,24,6.0
162,25,6.0
162,26,7.0
162,27,7.0
162,28,3.0
162,29,2.0
162,30,2.0
162,31,1.0
162,32,2.0
162,33,2.0
162,34,2.0
162,35,2.0
162,36,2.0
162,37,4.0
162,38,3.0
162,39,3.0
162,40,3.0
162,41,4.0
162,42,2.0
163,1,67.0
163,2,Britrsh
163,3,30.0
163,4,Gardening
163,5,1
163,6,1.0
163,7,2.0
163,8,3.0
163,9,4.0
163,10,4.0
163,11,3.0
163,12,5.0
163,13,5.0
163,14,5.0
163,15,5.0
163,16,4.0
163,17,3.0
163,18,1.0
163,19,4.0
163,20,1.0
163,21,3.0
163,22,2.0
163,23,2.0
163,24,3.0
163,25,4.0
163,26,3.0
163,27,6.0
163,28,3.0
163,29,1.0
163,30,3.0
163,31,2.0
163,32,1.0
163,33,3.0
163,34,6.0
163,35,2.0
163,36,2.0
163,37,4.0
163,38,4.0
163,39,4.0
163,40,4.0
163,41,4.0
163,42,3.0
164,1,48.0
164,2,British
164,3,6.0
164,4,Gardening and walkiig
164,5,1
164,6,1.0
164,7,2.0
164,8,3.0
164,9,3.0
164,10,3.0
164,11,3.0
164,12,3.0
164,13,4.0
164,14,4.0
164,15,4.0
164,16,2.0
164,17,2.0
164,18,4.0
164,19,4.0
164,20,4.0
164,21,4.0
164,22,3.0
164,23,3.0
